,재고순환지표,경제심리지수,수출입물가비율,코스피,장단기,원달러,CD,G20,종가
0,0.7938741504553848,79.64440458745212,91.90801534011328,0.6757393568619783,-0.4099298048760079,1224.1604938205503,0.65704552438078,96.52212427201721,-0.09842190791212031
1,0.8251984437240969,57.49416945156292,97.89782441719062,0.7010126841946366,0.6513330168027398,1297.0362404935445,0.5019717501451657,91.58594596749002,-0.27721700505520186
2,1.702616126822356,64.53222384853473,93.47721290478759,0.7315035521466571,0.5999357956727067,1255.8192306856095,0.5611007293644619,97.37664184425842,0.0001458111152145003
3,1.1063986980006728,81.71927234163442,94.32023781247598,0.7130329305157889,0.8214873062276409,1151.9296735726298,0.6570289229472535,99.1954872868912,-0.017049136733838566
4,0.8326442359248318,87.18125586575204,95.39532683645012,0.7217272567625914,0.847413782805055,1110.9100762100175,0.677540758280813,99.91784144761866,0.06994325500949206
5,2.2463952395837703,69.37015313890552,95.68888886356599,0.6897167211494274,-0.020715618373723765,1157.5448050350424,0.6875870785995359,98.75738596073558,-0.015547016984339808
6,0.7904620980550824,94.69911796383349,98.11173799730754,0.7027032254613232,1.1348486632718244,1178.2877432611797,0.7246932028731784,100.73340679825529,-0.06973355575687974
7,0.7293622890649469,92.30211790318917,96.88625613320569,0.7040238377901153,1.1322467887975811,1138.6219183498392,0.6358960358194433,100.40097169603503,-0.020574886870072563
8,0.8159832103948984,96.13808175575772,95.41650855206987,0.714221344617576,0.9391867842695285,1053.0910233144143,0.7013986494402901,101.99179813473532,0.15979986528462425
9,0.7654676958489898,90.42096520960689,93.5504712739387,0.7312557097698531,0.7535458334331145,1054.5577305610504,0.709119069252502,100.71018896556785,0.10385528183295568
10,0.3818687769022487,91.78413734079881,92.32309791702443,0.7248876210030226,0.925067950938282,1101.651311858718,0.7016113023240054,100.11764013528804,-0.011218190307252685
11,0.795664409354682,100.36404474248249,92.93211001449669,0.6804795812495318,0.92260786297546,1121.5401294587134,0.7134109418605388,100.68431189413354,-0.007022595544652588
12,0.6130587053069065,105.92781214534675,95.4112444978211,0.6987606912551231,1.1574891603157624,1060.475847216724,0.6609121851548091,101.45522768355728,0.07971266373256314
13,0.5061997242655117,104.39139280083076,94.87026464622349,0.7146209901509285,1.195673109563769,1131.9344542484175,0.6656966651256576,101.553005030898,0.10219226714770263
14,0.9142192674512195,111.2314727850676,94.33879472154372,0.699200911211687,1.264434298038223,1130.0425651390299,0.7179962995364253,101.80348971718881,0.08980047455657386
15,0.7280717284614565,110.8158243798657,93.84883283626615,0.7014174430812495,1.3813378192432044,1112.3881926753888,0.6993786523933079,101.45808979979667,0.03275945189794095
16,0.5304288909748929,107.9378784045669,92.803404902253,0.7045909306418624,1.270033234503909,1076.8093619453077,0.6632242249973556,100.97423704760025,0.01436105193671947
17,0.3263189868699055,106.66177044875808,92.64037606370462,0.6902417407434084,1.0396636682835714,1129.3479542163802,0.7405438578987525,101.74167241464974,0.06093929982031254
18,0.15154994449325354,111.60529229958568,91.01020272153562,0.6928166111828716,1.6321218506902933,1111.5277873449484,0.7288781113805792,100.74421017311637,-0.03106472571634178
19,0.8286711454652801,106.40147164213089,89.0038472991666,0.6783282186884111,1.3250376427597805,1142.0665389107508,0.7108616544363179,100.20432537336163,0.00910449304529762
20,1.0191788251710883,112.09948917043963,89.64161932100005,0.6784707725436024,1.2916338324874626,1148.3482409939502,0.7699110084051707,101.71447483757504,-0.012891425816193888
21,0.04668654618251685,105.37014562250567,89.44919959159121,0.7014528652611268,1.413768337873418,1134.9094135795112,0.6609707862101082,99.44807692440928,-0.07241340548146236
22,0.6999891233092459,106.91764517962811,85.16516949098948,0.6782891406684655,0.8974554629858965,1183.6695122465082,0.7401551957847755,101.71021078936761,0.09849663389600219
23,0.9083507223174021,109.79038271921695,85.25329189709699,0.6824582260046987,1.6857533240296587,1193.9109731658648,0.7376571649818588,99.72151015648087,-0.07405468692433212
24,0.5302332979945695,102.03560051723834,85.0680895091813,0.6911826548246519,1.6053603726427248,1216.2251906715585,0.703173047462968,99.1380936351082,-0.0034980010350159113
25,0.8975186279316919,108.19537502616652,84.04857554412011,0.6913189623838355,1.5915719850838852,1220.7448405507735,0.7468466641785881,100.84841394982148,0.06565335790261903
26,0.6757948330843571,103.6994626275974,86.90342270573088,0.6792112319992303,2.217080184649677,1267.7068695536914,0.7414579174377296,98.261446860176,-0.21832351493129482
27,0.2634710456991834,107.09633181916303,86.00320531904839,0.675265572706191,1.784039288410193,1253.5048743913826,0.7292048605486064,99.9035702507018,0.12079338231581649
28,0.8905939463779324,99.14444682489032,84.95107751251251,0.6842699289644079,1.3581699909046754,1293.213705571099,0.7058597852779002,99.33696050869419,-0.022610105568909532
29,0.2825632545470743,102.35215182603663,84.5745471102607,0.7052500813344122,1.396496192693681,1278.3807214485955,0.7204157210945841,98.99808109420354,0.045443939631581755
30,0.7582322639434397,100.93505513872304,86.43243527774004,0.6708972140813668,1.5053399001288785,1405.6827762587902,0.7795082807753424,99.10314679770627,-0.04498338579606906
31,0.960573593987843,95.96036375912676,83.69177387886272,0.6885819208789407,1.3241785923613898,1352.6642794630636,0.6866614806500158,98.90266573134222,0.04770161141100072
32,0.9201073716132505,96.70613280804257,84.35692255216298,0.7027975847463059,0.7203132631055674,1251.5771443519068,0.7032721453104084,99.16376387860775,-0.01725886943544142
33,0.8699095401566059,90.1562508465827,85.60681735418682,0.687503130210544,0.22177936870751724,1247.5349982887521,0.6813837283389159,98.55050221406887,-0.022150320324149195
34,0.684774897652543,89.70811394984376,83.71146427709246,0.6989083012196693,-0.12203926520774033,1191.8910654643146,0.6783339105492048,98.94362863809792,0.05872944325197267
35,0.737183198603957,98.21844824800463,85.41245467600258,0.7116163827932629,0.3562433125497707,1238.4782042413246,0.7212742604176248,100.21498708578436,0.010421350380590586
